relation_id,locale,note
density-xp-hantang-songqing-18-linji-master-of-every-situation-wu-cheng-dao-within-mind,en,"These cross-period claims share the project domains mind-human-nature, ethics-cultivation. The link records analytical similarity only, not historical influence or transmission."
density-xp-hantang-songqing-18-linji-master-of-every-situation-wu-cheng-dao-within-mind,zh-CN,两项跨时期命题共同归入“心性与人性、伦理与修养”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-01-zhang-junmai-science-limited-before-free-life-outlook-fang-dongmei-universe-living-field,en,"These cross-period claims share the project domains nature-technology, tiandao-metaphysics. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-01-zhang-junmai-science-limited-before-free-life-outlook-fang-dongmei-universe-living-field,zh-CN,两项跨时期命题共同归入“自然与技艺、天道与形上”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-02-xiong-shili-reality-internal-self-realization-xu-fuguan-embodied-moral-recognition,en,"These cross-period claims share the project domains mind-human-nature, knowledge-method. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-02-xiong-shili-reality-internal-self-realization-xu-fuguan-embodied-moral-recognition,zh-CN,两项跨时期命题共同归入“心性与人性、知识与方法”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-03-xiong-shili-wisdom-nondual-xu-fuguan-embodied-moral-recognition,en,"These cross-period claims share the project domains knowledge-method, mind-human-nature. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-03-xiong-shili-wisdom-nondual-xu-fuguan-embodied-moral-recognition,zh-CN,两项跨时期命题共同归入“知识与方法、心性与人性”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-04-xiong-shili-reality-internal-self-realization-mou-zongsan-autonomy-known-practically,en,"These cross-period claims share the project domains mind-human-nature, knowledge-method. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-04-xiong-shili-reality-internal-self-realization-mou-zongsan-autonomy-known-practically,zh-CN,两项跨时期命题共同归入“心性与人性、知识与方法”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-05-xiong-shili-wisdom-nondual-mou-zongsan-autonomy-known-practically,en,"These cross-period claims share the project domains knowledge-method, mind-human-nature. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-05-xiong-shili-wisdom-nondual-mou-zongsan-autonomy-known-practically,zh-CN,两项跨时期命题共同归入“知识与方法、心性与人性”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-06-zhang-junmai-science-limited-before-free-life-outlook-mou-zongsan-moral-feelings-true-self,en,"These cross-period claims share the project domains tiandao-metaphysics, ethics-cultivation. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-06-zhang-junmai-science-limited-before-free-life-outlook-mou-zongsan-moral-feelings-true-self,zh-CN,两项跨时期命题共同归入“天道与形上、伦理与修养”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-07-xiong-shili-reality-internal-self-realization-mou-zongsan-moral-feelings-true-self,en,"These cross-period claims share the project domains tiandao-metaphysics, mind-human-nature. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-07-xiong-shili-reality-internal-self-realization-mou-zongsan-moral-feelings-true-self,zh-CN,两项跨时期命题共同归入“天道与形上、心性与人性”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-08-xiong-shili-wisdom-nondual-mou-zongsan-moral-feelings-true-self,en,"These cross-period claims share the project domains mind-human-nature, tiandao-metaphysics. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-08-xiong-shili-wisdom-nondual-mou-zongsan-moral-feelings-true-self,zh-CN,两项跨时期命题共同归入“心性与人性、天道与形上”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony,en,"These cross-period claims share the project domains knowledge-method, history-culture. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-09-hu-shi-problems-before-isms-zhang-dainian-inclusive-harmony,zh-CN,两项跨时期命题共同归入“知识与方法、历史与文化”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-10-zhang-junmai-science-limited-before-free-life-outlook-tu-weiming-anthropocosmic-embedded-humanity,en,"These cross-period claims share the project domains nature-technology, ethics-cultivation. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-10-zhang-junmai-science-limited-before-free-life-outlook-tu-weiming-anthropocosmic-embedded-humanity,zh-CN,两项跨时期命题共同归入“自然与技艺、伦理与修养”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony,en,"These cross-period claims share the project domains knowledge-method, history-culture. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-11-hu-shi-hypothesis-verification-method-zhang-dainian-inclusive-harmony,zh-CN,两项跨时期命题共同归入“知识与方法、历史与文化”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities,en,"These cross-period claims share the project domains history-culture, politics-governance. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-12-qian-mu-cultural-subjectivity-without-rejecting-western-methods-chen-lai-relational-value-priorities,zh-CN,两项跨时期命题共同归入“历史与文化、政治与治理”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-13-feng-youlan-universal-particular-logical-analysis-yang-guorong-concrete-metaphysics-authentic-being,en,"These cross-period claims share the project domains tiandao-metaphysics, knowledge-method. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-13-feng-youlan-universal-particular-logical-analysis-yang-guorong-concrete-metaphysics-authentic-being,zh-CN,两项跨时期命题共同归入“天道与形上、知识与方法”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism,en,"These cross-period claims share the project domains society-world, politics-governance. The link records analytical similarity only, not historical influence or transmission."
density-xp-modern-internal-14-he-zhen-gender-subjugation-interlocks-capitalism-imperialism-patriarchy-wang-ruoshui-socialist-alienation-humanism,zh-CN,两项跨时期命题共同归入“社会与天下、政治与治理”领域；本关系只表示项目分类体系中的分析性相似，不表示历史影响或师承。
density-xp-modern-internal-15-hu-shi-problems-before-isms-wang-hui-depoliticization-naturalizes-power,en,"These cross-period claims share the project domains politics-governance, history-culture. The link records analytical similarity only, not historical influence or transmission."
